INV_TYPE,EMP_NO,ARROND,ARROND_NOM,Rue,Rue_cote,No_civique,Emplacement,Sigle,Essence_latin,Essence_fr,Essence_ang,DHP,Date_Releve,Date_Plantation,LOCALISATION,Localisation_code,CODE_PARC,NOM_PARC,Rue_de,Rue_a,Distance_pave,Distance_ligne_rue,Stationnement_jour,Stationnement_heure,District,Arbre_remarquable,Code_secteur,Nom_secteur,Coord_X,Coord_Y,Longitude,Latitude
R,171564,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,,TRottoir,GLTRIN,Gleditsia triacanthos var. inermis,Févier inerme d'Amérique,Thornless Honey-Locust,14,2018-05-17T00:00:00,2009-09-02T00:00:00,144 m. au Nord de SAINTE-CATHERINE,N-144,,,SAINTE-CATHERINE O RUE                            ,MAISONNEUVE O BOULE DE                            ,1.35,,,,184,N,,,299504.509,5040893.91,-73.56777,45.507946
H,102873,6,Ville-Marie,,,,Parterre Gazonné,GLTR,Gleditsia triacanthos,Févier d'Amérique,Common Honey-Locust,29,2024-04-15T00:00:00,2009-05-05T00:00:00,,,1153-000,"FESTIVAL, DU",,,,,,,,N,2,Nord de la rue Mayor,299460.138,5040872.707,-73.568338,45.507755
R,192309,6,Ville-Marie,Avenue du Président-Kennedy                                 ,N,,TRottoir,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,15,2019-11-29T00:00:00,2010-10-01T00:00:00,43 m. à l'Ouest de SAINT-URBAIN,O-43,,,SAINT-URBAIN RUE                                  ,JEANNE-MANCE RUE                                  ,1.35,3.05,,,184,N,,,299502.215,5041072.226,-73.567801,45.50955
H,31741,6,Ville-Marie,,,,Parterre bÉtonné,MAXXPA,Malus x 'Prairifire',Pommetier Prairifire,Prairifire Crab Apple,8,2016-09-13T00:00:00,2010-10-12T00:00:00,,,1265-000,PROMENADE DES ARTISTES,,,,,,,,N,2,OUEST,299515.209,5041064.144,-73.567635,45.509478
R,250253,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,2021,Parterre Gazonné,GIBI,Ginkgo biloba,Ginkgo à feuilles bilobées,Maidenhair Tree,5,2018-09-26T00:00:00,2018-09-26T00:00:00,"Devant le 2021, à 71 m du début de la façade",M-71,,,PRÉSIDENT-KENNEDY AVENU DU                        ,SHERBROOKE O RUE                                  ,2.8,3.7,L-V,06:30-07:30,184,N,,,299328.544,5041019.535,-73.570023,45.509075
H,31689,6,Ville-Marie,,,,Parterre Gazonné,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,28,2024-04-15T00:00:00,2010-10-12T00:00:00,,,1265-000,PROMENADE DES ARTISTES,,,,,,,,N,2,OUEST,299513.334,5041067.982,-73.567659,45.509512
R,171563,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,,TRottoir,GLTRIN,Gleditsia triacanthos var. inermis,Févier inerme d'Amérique,Thornless Honey-Locust,12,2018-05-17T00:00:00,2009-09-02T00:00:00,138 m. au Nord de SAINTE-CATHERINE,N-138,,,SAINTE-CATHERINE O RUE                            ,MAISONNEUVE O BOULE DE                            ,1.35,,,,184,N,,,299509.249,5040890.94,-73.567709,45.507919
H,102872,6,Ville-Marie,,,,Parterre Gazonné,GLTR,Gleditsia triacanthos,Févier d'Amérique,Common Honey-Locust,24,2024-04-15T00:00:00,2009-05-05T00:00:00,,,1153-000,"FESTIVAL, DU",,,,,,,,N,2,Nord de la rue Mayor,299463.401,5040867.249,-73.568296,45.507706
R,192308,6,Ville-Marie,Avenue du Président-Kennedy                                 ,N,,TRottoir,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,21,2019-11-29T00:00:00,2010-10-01T00:00:00,37 m. à l'Ouest de SAINT-URBAIN,O-37,,,SAINT-URBAIN RUE                                  ,JEANNE-MANCE RUE                                  ,1.35,3.05,,,184,N,,,299505.325,5041077.126,-73.567761,45.509594
H,31740,6,Ville-Marie,,,,Parterre bÉtonné,MAXXPA,Malus x 'Prairifire',Pommetier Prairifire,Prairifire Crab Apple,8,2016-09-13T00:00:00,2010-10-12T00:00:00,,,1265-000,PROMENADE DES ARTISTES,,,,,,,,N,2,OUEST,299517.441,5041068.295,-73.567606,45.509515
R,627125,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,2021,Parterre Gazonné,GIBI,Ginkgo biloba,Ginkgo à feuilles bilobées,Maidenhair Tree,5,2023-10-15T00:00:00,2023-10-15T00:00:00,"Devant le 2021, à 77 m du début de la façade",M-77,,,PRÉSIDENT-KENNEDY AVENU DU                        ,SHERBROOKE O RUE                                  ,2.8,3.7,L-V,06:30-07:30,184,N,,,299324.462,5041022.017,-73.570076,45.509097
H,102871,6,Ville-Marie,,,,Parterre Gazonné,GLTR,Gleditsia triacanthos,Févier d'Amérique,Common Honey-Locust,28,2024-04-15T00:00:00,2009-05-05T00:00:00,,,1153-000,"FESTIVAL, DU",,,,,,,,N,2,Nord de la rue Mayor,299469.647,5040867.474,-73.568216,45.507708
R,234497,6,Ville-Marie,Rue Jeanne-Mance                                            ,O,2090,Parterre Gazonné,ACFRAB,Acer x freemanii 'Autumn Blaze',Érable Autumn Blaze,Autumn Blaze Freeman Maple,5,2018-09-27T00:00:00,2018-09-27T00:00:00,"Devant le 2090, à 6 m du début de la façade",M-6,,,PRÉSIDENT-KENNEDY AVENU DU                        ,SHERBROOKE O RUE                                  ,2.7,"2.50, 3.60",L-V,15:30-18:00,184,N,,,299319.528,5041005.609,-73.570138,45.508949
H,31688,6,Ville-Marie,,,,Parterre Gazonné,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,28,2024-04-15T00:00:00,2010-10-12T00:00:00,,,1265-000,PROMENADE DES ARTISTES,,,,,,,,N,2,OUEST,299516.905,5041072.803,-73.567613,45.509556
R,171562,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,,TRottoir,GLTRIN,Gleditsia triacanthos var. inermis,Févier inerme d'Amérique,Thornless Honey-Locust,12,2018-05-17T00:00:00,2009-09-02T00:00:00,132 m. au Nord de SAINTE-CATHERINE,N-132,,,SAINTE-CATHERINE O RUE                            ,MAISONNEUVE O BOULE DE                            ,1.35,,,,184,N,,,299514.548,5040887.228,-73.567641,45.507886
H,102870,6,Ville-Marie,,,,Parterre Gazonné,GLTR,Gleditsia triacanthos,Févier d'Amérique,Common Honey-Locust,24,2024-04-15T00:00:00,2009-05-05T00:00:00,,,1153-000,"FESTIVAL, DU",,,,,,,,N,2,Nord de la rue Mayor,299475.105,5040864.661,-73.568146,45.507682
R,192307,6,Ville-Marie,Avenue du Président-Kennedy                                 ,N,,TRottoir,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,20,2019-11-29T00:00:00,2010-10-01T00:00:00,31 m. à l'Ouest de SAINT-URBAIN,O-31,,,SAINT-URBAIN RUE                                  ,JEANNE-MANCE RUE                                  ,1.35,3.05,,,184,N,,,299508.532,5041082.466,-73.56772,45.509643
H,31687,6,Ville-Marie,,,,Parterre Gazonné,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,31,2024-04-15T00:00:00,2010-10-12T00:00:00,,,1265-000,PROMENADE DES ARTISTES,,,,,,,,N,2,OUEST,299520.476,5041078.16,-73.567568,45.509604
R,171561,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,,TRottoir,GLTRIN,Gleditsia triacanthos var. inermis,Févier inerme d'Amérique,Thornless Honey-Locust,12,2018-05-17T00:00:00,2009-09-02T00:00:00,126 m. au Nord de SAINTE-CATHERINE,N-126,,,SAINTE-CATHERINE O RUE                            ,MAISONNEUVE O BOULE DE                            ,1.35,,,,184,N,,,299519.423,5040883.834,-73.567579,45.507855
R,258024,6,Ville-Marie,Rue Jeanne-Mance                                            ,E,2021,Parterre Gazonné,ACSA,Acer saccharinum,Érable argenté,Silver Maple,5,2020-08-20T00:00:00,2020-08-20T00:00:00,"Devant le 2021, à 87 m du début de la façade",M-87,,,PRÉSIDENT-KENNEDY AVENU DU                        ,SHERBROOKE O RUE                                  ,2.8,3.7,L-V,06:30-07:30,184,N,,,299316.379,5041027.79,-73.570179,45.509149
R,234494,6,Ville-Marie,Rue Jeanne-Mance                                            ,O,2090,Parterre Gazonné,AMCA,Amelanchier canadensis,Amélanchier du Canada,Downy Serviceberry,5,2013-10-24T00:00:00,2013-10-24T00:00:00,9 m. au Nord du 2090,N-9,,,PRÉSIDENT-KENNEDY AVENU DU                        ,SHERBROOKE O RUE                                  ,2.7,"2.50, 3.60",L-V,15:30-18:00,184,N,,,299310.907,5041012.017,-73.570249,45.509007
R,192306,6,Ville-Marie,Avenue du Président-Kennedy                                 ,N,,TRottoir,ULWIPR,Ulmus wilsoniana 'Prospector',Orme japonais du prospecteur,Prospector's Elm,5,2020-08-07T00:00:00,2020-08-07T00:00:00,25 m. à l'Ouest de SAINT-URBAIN,O-25,,,SAINT-URBAIN RUE                                  ,JEANNE-MANCE RUE                                  ,1.35,3.05,,,184,N,,,299511.573,5041087.708,-73.567682,45.50969
H,31739,6,Ville-Marie,,,,Parterre bÉtonné,MAXXPA,Malus x 'Prairifire',Pommetier Prairifire,Prairifire Crab Apple,9,2016-09-13T00:00:00,2010-10-12T00:00:00,,,1265-000,PROMENADE DES ARTISTES,,,,,,,,N,2,OUEST,299524.761,5041079.499,-73.567513,45.509616
